show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,primary_genre,duration_minutes,seasons
s99,TV Show,The Lost Journey Chronicles 99,Unknown,"Maria Müller, Yuki Johnson, Priya Patel, Wei Johnson, Maria Garcia",United States,2026-06-17,2022,TV-PG,5 Seasons,"Kids' TV, Reality TV",A gripping tv show exploring themes of survival and identity in United States.,2026,June,Kids' TV,,5.0
s100,Movie,The Eternal Rebellion 100,Unknown,"Fatima Müller, Hana Costa, Aisha Johnson, Raj Rossi, Yuki Müller, Yuki Rossi, Carlos Costa",Unknown,2021-06-27,2020,R,142 min,Dramas,A gripping movie exploring themes of survival and identity in South Korea.,2021,June,Dramas,142.0,
s101,Movie,The Wild Horizon 101,Min Tanaka,"Maria Lee, David Park, Sara Silva, Maria Costa, Sara Patel",Spain,2026-05-15,2024,TV-G,79 min,"Dramas, Action & Adventure, Children & Family Movies",A gripping movie exploring themes of survival and identity in Spain.,2026,May,Dramas,79.0,
s102,TV Show,The Forgotten Empire 102,Unknown,"John Kumar, Yuki Silva, Aisha Tanaka, Wei Nair",United Kingdom,2025-06-08,2022,TV-MA,8 Seasons,"Anime Series, Kids' TV",A gripping tv show exploring themes of survival and identity in United Kingdom.,2025,June,Anime Series,,8.0
s103,Movie,The Hidden Dreams 103,Min Rossi,"Elena Kumar, Priya Silva, Min Tanaka, Hana Johnson, Sara Kumar",Unknown,2018-06-07,2017,TV-G,167 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in India.,2018,June,Children & Family Movies,167.0,
s104,TV Show,The Wild Kingdom 104,Unknown,"Fatima Park, Sara Costa, Tom Lee, Anil Silva",South Korea,2021-08-20,2021,TV-14,8 Seasons,"TV Dramas, TV Comedies, TV Action & Adventure",A gripping tv show exploring themes of survival and identity in South Korea.,2021,August,TV Dramas,,8.0
s105,Movie,The Hidden Shadows 105,Fatima Nair,"John Garcia, John Silva, Sara Costa, David Patel, Sara Costa, Maria Tanaka, Tom Patel",United States,2015-06-18,2014,PG,106 min,Thrillers,A gripping movie exploring themes of survival and identity in United States.,2015,June,Thrillers,106.0,
s106,TV Show,The Secret Shadows 106,Unknown,"David Garcia, Tom Johnson, Yuki Johnson, David Patel, Elena Park",South Korea,2021-01-05,2021,TV-MA,6 Seasons,"Anime Series, Crime TV Shows, Reality TV",A gripping tv show exploring themes of survival and identity in South Korea.,2021,January,Anime Series,,6.0
s107,TV Show,The Lost Horizon 107,Unknown,"Carlos Park, Anil Johnson, Elena Garcia, Tom Garcia, Carlos Kumar",Canada,2018-06-11,2015,TV-14,2 Seasons,"Docuseries, TV Dramas, Anime Series",A gripping tv show exploring themes of survival and identity in Canada.,2018,June,Docuseries,,2.0
s108,TV Show,The Dark Memory 108,Unknown,"Aisha Patel, Elena Nair, Anil Park, Maria Patel",Italy,2016-04-01,2015,PG-13,8 Seasons,"Crime TV Shows, TV Action & Adventure",A gripping tv show exploring themes of survival and identity in Italy.,2016,April,Crime TV Shows,,8.0
s109,Movie,The Golden Empire 109,David Patel,"Fatima Johnson, Elena Tanaka, Carlos Khan, Yuki Tanaka, Yuki Costa",Australia,2021-08-17,2021,TV-14,118 min,"Action & Adventure, Children & Family Movies",A gripping movie exploring themes of survival and identity in Australia.,2021,August,Action & Adventure,118.0,
s110,Movie,The Hidden Dreams 110,Fatima Khan,"Tom Silva, Sara Costa, Maria Khan",United States,2013-04-23,2011,R,160 min,"Romantic Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.,2013,April,Romantic Movies,160.0,
s111,Movie,The Last Rebellion 111,Fatima Patel,"Maria Smith, Carlos Tanaka, Anil Müller, Carlos Müller, Carlos Kumar",Spain,2026-12-03,2024,PG-13,114 min,"Horror Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in Spain.,2026,December,Horror Movies,114.0,
s112,TV Show,The Wild Empire 112,Unknown,"Elena Rossi, Hana Costa, Yuki Lee, Yuki Müller, Anil Costa, Priya Müller",Mexico,2021-06-23,2017,TV-MA,8 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",A gripping tv show exploring themes of survival and identity in Mexico.,2021,June,Crime TV Shows,,8.0
s113,TV Show,The Secret Dreams Chronicles 113,Unknown,"Elena Garcia, Yuki Kumar, Raj Khan, John Lee, Yuki Rossi, Elena Garcia",France,2017-12-28,2017,PG-13,1 Seasons,"Crime TV Shows, TV Dramas",A gripping tv show exploring themes of survival and identity in France.,2017,December,Crime TV Shows,,1.0
s114,Movie,The Endless Memory 114,Wei Kumar,"Yuki Johnson, Hana Garcia, Tom Nair, Aisha Patel, David Smith",United States,2014-04-26,2009,TV-PG,84 min,"Action & Adventure, Children & Family Movies",A gripping movie exploring themes of survival and identity in United States.,2014,April,Action & Adventure,84.0,
s115,TV Show,The Lost Kingdom Chronicles 115,Unknown,"Tom Tanaka, Min Costa, Fatima Lee, Yuki Johnson, Raj Khan",Canada,2026-02-06,2024,TV-G,3 Seasons,"Kids' TV, TV Dramas",A gripping tv show exploring themes of survival and identity in Canada.,2026,February,Kids' TV,,3.0
s116,Movie,The Silent Promise 116,Yuki Park,"Yuki Lee, Carlos Tanaka, Maria Rossi",Germany,2023-01-22,2021,PG-13,85 min,"Horror Movies, Action & Adventure",A gripping movie exploring themes of survival and identity in Germany.,2023,January,Horror Movies,85.0,
s117,Movie,The Wild Storm 117,Hana Costa,"Priya Patel, Min Patel, Sara Smith, John Kumar",South Korea,2018-12-20,2016,R,117 min,"Independent Movies, Children & Family Movies",A gripping movie exploring themes of survival and identity in South Korea.,2018,December,Independent Movies,117.0,
s118,TV Show,The Silent Storm 118,Unknown,"Hana Park, Elena Smith, Min Costa",France,2023-04-19,2022,TV-Y,3 Seasons,"Reality TV, Anime Series",A gripping tv show exploring themes of survival and identity in France.,2023,April,Reality TV,,3.0
s119,Movie,The Last Shadows 119,Yuki Park,"Tom Khan, Raj Park, Hana Johnson",United Kingdom,2025-07-15,2023,TV-PG,142 min,Independent Movies,A gripping movie exploring themes of survival and identity in United Kingdom.,2025,July,Independent Movies,142.0,
s120,TV Show,The Lost Memory Chronicles 120,Unknown,"Yuki Silva, Wei Costa, Maria Costa",Germany,2020-07-12,2020,TV-14,2 Season,Anime Series,A gripping tv show exploring themes of survival and identity in Germany.,2020,July,Anime Series,,2.0
s121,Movie,The Hidden Dreams 121,Unknown,"Maria Müller, Sara Smith, Wei Patel, Tom Patel, Maria Park, Carlos Nair, Raj Costa",United Kingdom,2026-07-12,2025,TV-14,118 min,"Thrillers, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in United Kingdom.,2026,July,Thrillers,118.0,
s122,Movie,The Broken Horizon 122,Carlos Rossi,"Maria Khan, Hana Park, John Kumar, Aisha Johnson, Raj Tanaka",Canada,2023-08-22,2019,TV-14,162 min,"Thrillers, Independent Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Canada.,2023,August,Thrillers,162.0,
s123,Movie,The Golden Legacy 123,Anil Silva,"Carlos Patel, Hana Costa, Anil Garcia, Yuki Tanaka, David Johnson, David Tanaka",India,2023-02-20,2022,TV-MA,74 min,"Sci-Fi & Fantasy, Dramas",A gripping movie exploring themes of survival and identity in India.,2023,February,Sci-Fi & Fantasy,74.0,
s124,Movie,The Silent Dreams 124,Unknown,"Wei Müller, Aisha Patel, Elena Kumar, Sara Müller, Tom Costa, David Park, Aisha Silva",Brazil,2020-11-17,2020,TV-PG,98 min,"Horror Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in Brazil.,2020,November,Horror Movies,98.0,
s125,Movie,The Dark Horizon 125,Maria Costa,"Anil Patel, Aisha Silva, Maria Silva, Carlos Khan, Hana Lee, Priya Rossi",Australia,2024-07-06,2019,TV-MA,166 min,"Children & Family Movies, Documentaries, Independent Movies",A gripping movie exploring themes of survival and identity in Australia.,2024,July,Children & Family Movies,166.0,
s126,Movie,The Dark Dreams 126,Anil Nair,"Hana Costa, Hana Rossi, Hana Nair",United States,2025-09-24,2020,TV-Y,176 min,Dramas,A gripping movie exploring themes of survival and identity in United States.,2025,September,Dramas,176.0,
s127,Movie,The Golden City 127,Hana Silva,"David Costa, Yuki Silva, Min Patel, Sara Khan",India,2023-01-07,2018,PG-13,94 min,"Comedies, Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in India.,2023,January,Comedies,94.0,
s128,Movie,The Forgotten Journey 128,David Tanaka,"David Silva, Anil Johnson, Carlos Park, Maria Kumar, Fatima Patel",United States,2024-09-16,2024,TV-14,129 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in United States.,2024,September,Children & Family Movies,129.0,
s129,TV Show,The Secret Promise Chronicles 129,Unknown,"Tom Johnson, Carlos Rossi, David Khan, Elena Park",Spain,2019-12-14,2016,TV-14,5 Seasons,Romantic TV Shows,A gripping tv show exploring themes of survival and identity in Spain.,2019,December,Romantic TV Shows,,5.0
s130,Movie,The Lost Legacy 130,Elena Garcia,"Anil Patel, Anil Nair, Priya Nair, Anil Costa, Raj Silva, Maria Nair, Carlos Smith",India,2025-03-24,2020,TV-MA,171 min,"Action & Adventure, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in India.,2025,March,Action & Adventure,171.0,
s131,Movie,The Silent Horizon 131,Elena Müller,"Raj Kumar, Aisha Kumar, Raj Patel, Fatima Patel, Yuki Kumar, Aisha Costa",South Korea,2024-01-07,2024,TV-14,134 min,"Romantic Movies, Dramas",A gripping movie exploring themes of survival and identity in South Korea.,2024,January,Romantic Movies,134.0,
s132,Movie,The Broken Dreams 132,Fatima Nair,"Fatima Costa, Tom Smith, Sara Silva, Min Johnson, Carlos Park",United States,2018-02-17,2017,TV-MA,89 min,Documentaries,A gripping movie exploring themes of survival and identity in United States.,2018,February,Documentaries,89.0,
s133,Movie,The Dark Journey 133,Unknown,"Tom Patel, Elena Kumar, Raj Park, Wei Smith, Elena Nair, Aisha Müller",Mexico,2017-11-27,2013,TV-Y,178 min,Dramas,A gripping movie exploring themes of survival and identity in Mexico.,2017,November,Dramas,178.0,
s134,Movie,The Dark Shadows 134,Unknown,"Priya Müller, Fatima Patel, Anil Garcia",Japan,2023-02-17,2023,TV-MA,75 min,Documentaries,A gripping movie exploring themes of survival and identity in Japan.,2023,February,Documentaries,75.0,
s135,Movie,The Last City 135,Carlos Johnson,"David Silva, Maria Costa, Priya Patel, Sara Kumar, John Silva, Carlos Nair",France,2023-04-19,2023,TV-PG,88 min,"Thrillers, Comedies, Horror Movies",A gripping movie exploring themes of survival and identity in France.,2023,April,Thrillers,88.0,
s136,Movie,The Forgotten Dreams 136,Unknown,"Sara Patel, Tom Silva, Wei Müller, Tom Smith",India,2024-10-25,2024,TV-MA,148 min,"Thrillers, Romantic Movies, Dramas",A gripping movie exploring themes of survival and identity in India.,2024,October,Thrillers,148.0,
s137,Movie,The Silent Rebellion 137,Maria Park,"David Lee, John Smith, Raj Khan, Min Lee, Fatima Smith, Maria Smith",India,2026-04-23,2025,TV-MA,79 min,Horror Movies,A gripping movie exploring themes of survival and identity in India.,2026,April,Horror Movies,79.0,
s138,Movie,The Wild Legacy 138,Unknown,"Priya Johnson, David Nair, Tom Kumar, Yuki Silva, Tom Costa, Priya Park, Carlos Johnson",United States,2018-08-18,2015,TV-Y,141 min,"Thrillers, Comedies, Dramas",A gripping movie exploring themes of survival and identity in United States.,2018,August,Thrillers,141.0,
s139,Movie,The Last City 139,Elena Garcia,"Wei Silva, Fatima Silva, Yuki Rossi",Canada,2020-11-13,2019,NR,91 min,Horror Movies,A gripping movie exploring themes of survival and identity in Canada.,2020,November,Horror Movies,91.0,
s140,TV Show,The Eternal Journey Chronicles 140,Unknown,"Raj Silva, David Nair, Tom Costa, David Rossi, David Silva",Canada,2026-05-08,2024,TV-G,8 Seasons,"TV Comedies, Crime TV Shows",A gripping tv show exploring themes of survival and identity in Canada.,2026,May,TV Comedies,,8.0
s141,Movie,The Broken Journey 141,Tom Lee,"Elena Johnson, Carlos Lee, Tom Khan, Tom Lee, John Johnson",South Korea,2023-03-10,2023,TV-PG,111 min,"Documentaries, Children & Family Movies, Romantic Movies",A gripping movie exploring themes of survival and identity in South Korea.,2023,March,Documentaries,111.0,
s142,Movie,The Golden Memory 142,Yuki Nair,"Aisha Müller, Elena Garcia, Yuki Tanaka",United States,2025-09-06,2023,TV-G,157 min,"Dramas, Children & Family Movies, Documentaries",A gripping movie exploring themes of survival and identity in United States.,2025,September,Dramas,157.0,
s143,TV Show,The Silent Memory Chronicles 143,Unknown,"Elena Johnson, Tom Patel, Aisha Patel, Anil Costa, Sara Park, Priya Smith, Carlos Müller",United States,2023-03-23,2023,R,7 Seasons,Anime Series,A gripping tv show exploring themes of survival and identity in United States.,2023,March,Anime Series,,7.0
s144,Movie,The Secret Memory 144,Unknown,"Fatima Tanaka, Carlos Rossi, Sara Silva",France,2016-10-02,2015,TV-14,142 min,"Thrillers, Romantic Movies, Sci-Fi & Fantasy",A gripping movie exploring themes of survival and identity in France.,2016,October,Thrillers,142.0,
s145,Movie,The Broken Storm 145,Elena Smith,"Aisha Smith, John Nair, Maria Lee, Yuki Lee, Min Costa",India,2021-10-23,2020,TV-MA,134 min,Romantic Movies,A gripping movie exploring themes of survival and identity in India.,2021,October,Romantic Movies,134.0,
s146,TV Show,The Silent Empire 146,Unknown,"Yuki Kumar, John Kumar, David Müller",India,2023-08-12,2023,TV-MA,8 Seasons,"Anime Series, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in India.,2023,August,Anime Series,,8.0
s147,Movie,The Broken Kingdom 147,Carlos Costa,"Wei Garcia, Aisha Silva, Raj Park, Hana Rossi, Aisha Silva, Raj Park",United States,2022-04-17,2020,TV-14,92 min,"Action & Adventure, Romantic Movies, Thrillers",A gripping movie exploring themes of survival and identity in United States.,2022,April,Action & Adventure,92.0,
s148,Movie,The Endless Journey 148,Unknown,"Wei Lee, David Tanaka, Min Smith, Fatima Müller, Elena Patel, David Johnson, Tom Johnson",Nigeria,2024-05-25,2024,TV-MA,160 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in Nigeria.,2024,May,Sci-Fi & Fantasy,160.0,
s149,TV Show,The Endless Rebellion 149,Unknown,"David Smith, Carlos Khan, John Garcia, Sara Park",Nigeria,2017-02-12,2016,TV-Y7,6 Seasons,"Crime TV Shows, Docuseries, TV Comedies",A gripping tv show exploring themes of survival and identity in Nigeria.,2017,February,Crime TV Shows,,6.0
s150,TV Show,The Broken Rebellion 150,Unknown,"Wei Patel, Wei Rossi, Yuki Garcia, Wei Lee, Min Johnson, Anil Nair, Sara Kumar",United States,2026-10-05,2023,PG-13,7 Seasons,Anime Series,A gripping tv show exploring themes of survival and identity in United States.,2026,October,Anime Series,,7.0
s151,TV Show,The Forgotten Empire Chronicles 151,Unknown,"Wei Smith, Raj Costa, Carlos Khan, Anil Khan, Carlos Patel, Yuki Garcia",Australia,2017-09-17,2016,R,8 Seasons,"Anime Series, TV Action & Adventure, TV Mysteries",A gripping tv show exploring themes of survival and identity in Australia.,2017,September,Anime Series,,8.0
s152,Movie,The Golden City 152,Unknown,"Sara Patel, Anil Costa, Min Patel, Hana Silva, John Park, Carlos Khan, Anil Rossi",India,2026-08-18,2024,R,135 min,Sci-Fi & Fantasy,A gripping movie exploring themes of survival and identity in India.,2026,August,Sci-Fi & Fantasy,135.0,
s153,Movie,The Wild Legacy 153,Sara Nair,"Aisha Garcia, Maria Costa, Hana Nair, Hana Costa, Anil Johnson, Sara Patel, Fatima Johnson",South Korea,2026-02-15,2024,TV-PG,180 min,Documentaries,A gripping movie exploring themes of survival and identity in South Korea.,2026,February,Documentaries,180.0,
s154,Movie,The Eternal Rebellion 154,John Garcia,"Anil Khan, Maria Park, Maria Tanaka, Maria Park, David Nair, Carlos Costa",Canada,2021-06-23,2019,TV-PG,107 min,"Sci-Fi & Fantasy, Horror Movies",A gripping movie exploring themes of survival and identity in Canada.,2021,June,Sci-Fi & Fantasy,107.0,
s155,Movie,The Last Storm 155,Priya Silva,"Fatima Park, Sara Rossi, Elena Lee, Raj Nair, Priya Park, Min Müller, Sara Nair",United States,2023-08-05,2021,TV-Y7,143 min,"Horror Movies, Thrillers, Independent Movies",A gripping movie exploring themes of survival and identity in United States.,2023,August,Horror Movies,143.0,
s156,Movie,The Silent Promise 156,Yuki Lee,"Maria Johnson, Elena Costa, David Müller, Anil Kumar, John Müller, Min Kumar, John Nair",India,2015-07-07,2015,TV-PG,124 min,Children & Family Movies,A gripping movie exploring themes of survival and identity in India.,2015,July,Children & Family Movies,124.0,
s157,TV Show,The Lost Kingdom 157,Unknown,"Priya Müller, Sara Khan, Priya Lee, Wei Kumar, Tom Müller",Germany,2015-08-01,2015,R,7 Seasons,"Crime TV Shows, Docuseries, TV Mysteries",A gripping tv show exploring themes of survival and identity in Germany.,2015,August,Crime TV Shows,,7.0
s158,TV Show,The Silent Promise 158,Unknown,"Priya Garcia, Carlos Patel, Min Kumar, Raj Park, David Nair, John Nair",United States,2016-07-21,2016,PG-13,2 Seasons,Kids' TV,A gripping tv show exploring themes of survival and identity in United States.,2016,July,Kids' TV,,2.0
s159,TV Show,The Secret City Chronicles 159,Unknown,"Yuki Garcia, Tom Costa, Maria Müller, Maria Smith, Raj Johnson",India,2024-02-08,2023,TV-14,7 Seasons,"TV Comedies, TV Mysteries, Romantic TV Shows",A gripping tv show exploring themes of survival and identity in India.,2024,February,TV Comedies,,7.0
